Ring|1.000000|0.000000|0.000938|0.000000|-0.000000|1.000000|0.000000|0.000000|-0.000938|0.000000|1.000000|0.000000|6.790667|0.000000|26.889071|1.000000|0.000000|3.330386|0.000000|0|
Ring|1.000000|0.000000|0.000049|0.000000|-0.000000|1.000000|0.000000|0.000000|-0.000049|0.000000|1.000000|0.000000|10.666526|1.160867|46.353565|1.000000|0.000000|3.151389|0.000000|1|
Ring|1.000000|0.000000|0.002075|0.000000|-0.000000|1.000000|0.000000|0.000000|-0.002075|0.000000|1.000000|0.000000|17.456892|1.160867|71.540848|1.000000|0.000000|3.569462|0.000000|2|
Ring|1.000000|0.000000|0.004707|0.000000|-0.000000|1.000000|0.000000|0.000000|-0.004707|0.000000|1.000000|0.000000|39.115536|1.160867|94.699631|1.000000|0.000000|4.368584|0.000000|3|
Ring|1.000000|0.000000|0.004241|0.000000|0.000000|1.000000|0.000000|0.000000|-0.004241|0.000000|1.000000|0.000000|68.376671|1.160867|84.129311|1.000000|0.000000|5.270714|0.000000|4|
Ring|1.000000|0.000000|-0.000121|0.000000|0.000000|1.000000|0.000000|0.000000|0.000121|0.000000|1.000000|0.000000|81.358994|1.160867|64.734085|1.000000|0.000000|6.307452|0.000000|5|
Ring|1.000000|0.000000|0.004453|0.000000|0.000000|1.000000|0.000000|0.000000|-0.004453|0.000000|1.000000|0.000000|96.406662|1.160867|42.663467|1.000000|0.000000|5.184498|0.000000|6|
Ring|1.000000|0.000000|0.004453|0.000000|0.000000|1.000000|0.000000|0.000000|-0.004453|0.000000|1.000000|0.000000|134.803925|-5.042566|27.241537|1.000000|0.000000|5.184498|0.000000|7|
Ring|1.000000|0.000000|0.002987|0.000000|-0.000000|1.000000|0.000000|0.000000|-0.002987|0.000000|1.000000|0.000000|156.956299|-5.042566|67.164063|1.000000|0.000000|3.781938|0.000000|8|
Ring|1.000000|0.000000|-0.002890|0.000000|0.000000|1.000000|-0.000000|0.000000|0.002890|0.000000|1.000000|0.000000|139.075500|-5.042566|94.208588|1.000000|0.000000|2.525342|0.000000|9|
Ring|1.000000|0.000000|0.002716|0.000000|-0.000000|1.000000|0.000000|0.000000|-0.002716|0.000000|1.000000|0.000000|161.840042|13.157551|139.362488|1.000000|0.000000|3.715791|0.000000|10|
Ring|1.000000|0.000000|0.004994|0.000000|0.000000|1.000000|0.000000|0.000000|-0.004994|0.000000|1.000000|0.000000|218.181290|13.157551|147.602859|1.000000|0.000000|4.762531|0.000000|11|
Ring|1.000000|0.000000|0.003627|0.000000|0.000000|1.000000|0.000000|0.000000|-0.003627|0.000000|1.000000|0.000000|253.274323|13.157551|122.213470|1.000000|0.000000|5.471593|0.000000|12|
Ring|1.000000|0.000000|0.004899|0.000000|-0.000000|1.000000|0.000000|0.000000|-0.004899|0.000000|1.000000|0.000000|312.762543|23.453230|126.170662|1.000000|0.000000|4.511229|0.000000|13|
TargetMonster|1.000000|0.000000|0.004164|0.000000|-0.000000|1.000000|0.000000|0.000000|-0.004164|0.000000|1.000000|0.000000|393.941376|23.453230|173.580124|1.000000|0.000000|4.125580|0.000000|14|
TargetMonster|1.000000|0.000000|0.004164|0.000000|-0.000000|1.000000|0.000000|0.000000|-0.004164|0.000000|1.000000|0.000000|407.079163|60.300552|236.868378|1.000000|0.000000|4.125580|0.000000|15|
